Date,Close/Last,Volume,Open,High,Low
9/18/2020,2954.91,8892580,3031.74,3037.80,2905.54
9/17/2020,3008.73,6449050,3009.25,3029.43,2972.55
9/16/2020,3078.10,4531189,3179.99,3187.24,3074.15
9/15/2020,3156.13,4021535,3136.16,3175.02,3108.92
9/14/2020,3102.97,4529596,3172.94,3187.39,3096.00
9/11/2020,3116.22,5093982,3208.69,3217.34,3083.98
9/10/2020,3175.11,5330741,3307.22,3349.89,3170.55
9/9/2020,3268.61,5188675,3202.99,3303.18,3185.00
9/8/2020,3149.84,6094205,3144.00,3250.85,3130.00
9/4/2020,3294.62,8781754,3318.00,3381.50,3111.13
9/3/2020,3368.00,8161113,3485.00,3488.41,3303.00
9/2/2020,3531.45,3931476,3547.00,3552.25,3486.69
9/1/2020,3499.12,3476407,3489.58,3513.87,3467.00
8/31/2020,3450.96,4185885,3408.99,3495.00,3405.00
8/28/2020,3401.80,2896978,3423.00,3433.37,3386.50
8/27/2020,3400.00,4264795,3450.05,3453.00,3378.00
8/26/2020,3441.85,6508743,3351.11,3451.74,3344.57
8/25/2020,3346.49,3992842,3294.99,3357.40,3267.00
8/24/2020,3307.46,4666258,3310.15,3380.32,3257.56
8/21/2020,3284.72,3575862,3295.00,3314.40,3275.39
8/20/2020,3297.37,3332478,3252.00,3312.62,3238.00
8/19/2020,3260.48,4185137,3303.01,3315.90,3256.00
8/18/2020,3312.49,5345974,3212.00,3320.00,3205.82
8/17/2020,3182.41,2691237,3173.12,3194.97,3154.18
8/14/2020,3148.02,2751723,3178.18,3178.24,3120.00
8/13/2020,3161.02,3149043,3182.99,3217.52,3155.00
8/12/2020,3162.24,3527229,3108.00,3174.39,3101.42
8/11/2020,3080.67,3718057,3113.20,3159.22,3073.00
8/10/2020,3148.16,3167274,3170.31,3172.51,3101.52
8/7/2020,3167.46,3936127,3224.01,3240.81,3140.67
8/6/2020,3225.00,3940602,3194.36,3247.47,3165.43
8/5/2020,3205.03,3930025,3143.77,3213.59,3127.30
8/4/2020,3138.83,4694294,3101.21,3167.24,3101.21
8/3/2020,3111.89,5074663,3180.51,3184.00,3104.00
7/31/2020,3164.68,8083369,3244.00,3246.82,3151.00
7/30/2020,3051.88,6128265,3014.00,3092.00,3005.00
7/29/2020,3033.53,2974060,3030.99,3039.16,2996.77
7/28/2020,3000.33,3126651,3054.27,3077.09,2995.76
7/27/2020,3055.21,4170492,3062.00,3098.00,3015.77
7/24/2020,3008.91,5632413,2930.00,3031.58,2888.00
7/23/2020,2986.55,5656906,3098.27,3098.27,2970.00
7/22/2020,3099.91,4104225,3125.00,3150.00,3065.26
7/21/2020,3138.29,6134965,3232.49,3240.58,3105.72
7/20/2020,3196.84,7598176,3000.20,3201.36,2994.02
7/17/2020,2961.97,4761319,3009.00,3024.00,2948.45
7/16/2020,2999.90,6394246,2971.06,3032.00,2918.23
7/15/2020,3008.87,5788874,3080.23,3098.35,2973.18
7/14/2020,3084.00,7231933,3089.00,3127.38,2950.00
7/13/2020,3104.00,7720420,3251.06,3344.29,3068.39
7/10/2020,3200.00,5485982,3191.76,3215.00,3135.70
7/9/2020,3182.63,6388659,3115.99,3193.88,3074.00
7/8/2020,3081.11,5037635,3022.61,3083.97,3012.43
7/7/2020,3000.12,5257514,3058.55,3069.55,2990.00
7/6/2020,3057.04,6880642,2934.97,3059.88,2930.00
7/2/2020,2890.30,6593387,2912.01,2955.56,2871.10
7/1/2020,2878.70,6363439,2757.99,2895.00,2754.00
6/30/2020,2758.82,3769686,2685.07,2769.63,2675.03
6/29/2020,2680.38,4223422,2690.01,2696.80,2630.08
6/26/2020,2692.87,6500784,2775.06,2782.57,2688.00
6/25/2020,2754.58,2968657,2739.55,2756.23,2712.14
6/24/2020,2734.40,4526605,2780.00,2796.00,2721.00
6/23/2020,2764.41,4231707,2726.02,2783.11,2718.04
6/22/2020,2713.82,3208780,2684.50,2715.00,2669.00
6/19/2020,2675.01,5776963,2678.08,2697.43,2659.00
6/18/2020,2653.98,2487774,2647.01,2659.64,2636.11
6/17/2020,2640.98,2959316,2647.50,2655.00,2631.82
6/16/2020,2615.27,3595649,2620.00,2620.00,2576.00
6/15/2020,2572.68,3873335,2526.60,2584.00,2508.00
6/12/2020,2545.02,5436127,2601.21,2621.48,2503.35
6/11/2020,2557.96,5800107,2603.50,2671.38,2536.23
6/10/2020,2647.45,4946031,2645.00,2722.35,2626.26
6/9/2020,2600.86,5175950,2529.44,2626.43,2525.00
6/8/2020,2524.06,3970654,2500.20,2530.00,2487.34
6/5/2020,2483.00,3306445,2444.51,2488.65,2437.13
6/4/2020,2460.60,2948710,2477.43,2507.54,2450.01
6/3/2020,2478.40,2671024,2468.01,2488.00,2461.17
6/2/2020,2472.41,2529903,2467.00,2473.53,2445.31
6/1/2020,2471.04,2938032,2448.00,2476.93,2444.17
5/29/2020,2442.37,3529329,2415.94,2442.37,2398.20
5/28/2020,2401.10,3193136,2384.33,2436.97,2378.23
5/27/2020,2410.39,5056945,2404.99,2413.58,2330.00
5/26/2020,2421.86,3568153,2458.00,2462.00,2414.06
5/22/2020,2436.88,2867079,2455.01,2469.85,2430.13
5/21/2020,2446.74,5114403,2500.00,2525.45,2442.54
5/20/2020,2497.94,3998143,2477.87,2500.01,2467.27
5/19/2020,2449.33,4320498,2429.83,2485.00,2428.97
5/18/2020,2426.26,4366572,2404.35,2433.00,2384.01
5/15/2020,2409.78,4234951,2368.52,2411.00,2356.37
5/14/2020,2388.85,3648128,2361.01,2391.37,2353.21
5/13/2020,2367.92,4782919,2366.80,2407.70,2337.81
5/12/2020,2356.95,3074916,2411.85,2419.00,2355.00
5/11/2020,2409.00,3259231,2374.70,2419.67,2372.11
5/8/2020,2379.61,3211228,2372.14,2387.24,2357.00
5/7/2020,2367.61,3396411,2374.78,2376.00,2343.11
5/6/2020,2351.26,3117814,2329.44,2357.45,2320.00
5/5/2020,2317.80,3242496,2340.00,2351.00,2307.13
5/4/2020,2315.99,4865926,2256.38,2326.98,2256.38
5/1/2020,2286.04,9772605,2336.80,2362.44,2258.19
4/30/2020,2474.00,9534611,2419.84,2475.00,2396.01
4/29/2020,2372.71,4591593,2330.01,2391.89,2310.00
4/28/2020,2314.08,5269446,2372.10,2373.50,2306.00
4/27/2020,2376.00,5645645,2443.20,2444.88,2363.00
4/24/2020,2410.22,3831797,2417.00,2420.43,2382.00
4/23/2020,2399.45,5066552,2399.98,2424.22,2382.08
4/22/2020,2363.49,4218295,2369.00,2394.00,2351.00
4/21/2020,2328.12,7476679,2416.61,2428.31,2279.66
4/20/2020,2393.61,5770694,2389.95,2444.98,2386.05
4/17/2020,2375.00,7930010,2372.33,2400.00,2316.02
4/16/2020,2408.19,12038200,2346.00,2461.00,2335.00
4/15/2020,2307.68,6866567,2257.68,2333.37,2245.00
4/14/2020,2283.32,8087193,2200.47,2292.00,2186.21
4/13/2020,2168.87,6716709,2040.00,2180.00,2038.00
4/9/2020,2042.76,4655617,2044.30,2053.00,2017.66
4/8/2020,2043.00,3977313,2021.00,2044.00,2011.15
4/7/2020,2011.60,5113983,2017.11,2035.72,1997.62
4/6/2020,1997.59,5773181,1936.00,1998.52,1930.02
4/3/2020,1906.59,3609870,1911.15,1926.33,1889.15
4/2/2020,1918.83,4335985,1901.64,1927.53,1890.00
4/1/2020,1907.70,4121875,1932.97,1944.96,1893.00
3/31/2020,1949.72,5123626,1964.35,1993.02,1944.01
3/30/2020,1963.95,6126087,1922.83,1973.63,1912.34
3/27/2020,1900.10,5387897,1930.86,1939.79,1899.92
3/26/2020,1955.49,6235118,1902.00,1956.49,1889.29
3/25/2020,1885.84,6479073,1920.69,1950.26,1885.78
3/24/2020,1940.10,7147080,1951.50,1955.00,1900.34
3/23/2020,1902.83,7808489,1827.75,1919.40,1812.00
3/20/2020,1846.09,9817850,1926.31,1957.00,1820.73
3/19/2020,1880.93,10399940,1860.00,1945.00,1832.65
3/18/2020,1830.00,9645218,1750.00,1841.66,1745.00
3/17/2020,1807.84,10917130,1775.47,1857.78,1689.24
3/16/2020,1689.15,8917265,1641.51,1759.45,1626.03
3/13/2020,1785.00,8809725,1755.00,1786.31,1680.62
3/12/2020,1676.61,11346210,1721.98,1765.00,1675.00
3/11/2020,1820.86,5646831,1857.85,1871.32,1801.50
3/10/2020,1891.82,7133310,1870.88,1894.27,1818.17
3/9/2020,1800.61,7813232,1773.86,1862.77,1761.29
3/6/2020,1901.09,5273580,1875.00,1910.87,1869.50
3/5/2020,1924.03,4748210,1933.00,1960.72,1910.00
3/4/2020,1975.83,4772919,1946.57,1978.00,1922.00
3/3/2020,1908.99,7534491,1975.37,1996.33,1888.09
3/2/2020,1953.95,6761651,1906.49,1954.51,1870.00
2/28/2020,1883.75,9493797,1814.63,1889.76,1811.13
2/27/2020,1884.30,8143993,1934.38,1975.00,1882.76
2/26/2020,1979.59,5240402,1970.28,2014.67,1960.45
2/25/2020,1972.74,6219094,2026.42,2034.60,1958.42
2/24/2020,2009.29,6546997,2003.18,2039.30,1987.97
2/21/2020,2095.97,4650740,2142.15,2144.55,2088.00
2/20/2020,2153.10,3131342,2173.07,2176.79,2127.45
2/19/2020,2170.22,2561165,2167.80,2185.10,2161.12
2/18/2020,2155.67,2951070,2125.02,2166.07,2124.11
2/14/2020,2134.87,2606169,2155.68,2159.04,2125.89
2/13/2020,2149.87,3031791,2144.99,2170.28,2142.00
2/12/2020,2160.00,3334264,2163.20,2180.25,2155.29
2/11/2020,2150.80,5746011,2150.90,2185.95,2136.00
2/10/2020,2133.91,5056235,2085.01,2135.60,2084.96
2/7/2020,2079.28,5095347,2041.99,2098.53,2038.10
2/6/2020,2050.23,3182954,2041.02,2056.30,2024.80
2/5/2020,2039.87,4376174,2071.02,2071.02,2032.00
2/4/2020,2049.67,5289338,2029.88,2059.80,2015.37
2/3/2020,2004.20,5899094,2010.60,2048.50,2000.25
1/31/2020,2008.72,15567280,2051.47,2055.72,2002.27
1/30/2020,1870.68,6327438,1858.00,1872.87,1850.61
1/29/2020,1858.00,2101390,1864.00,1874.75,1855.02
1/28/2020,1853.25,2808040,1840.50,1858.11,1830.02
1/27/2020,1828.34,3528509,1820.00,1841.00,1815.34
1/24/2020,1861.64,3766181,1891.37,1894.99,1847.44
1/23/2020,1884.58,2484613,1885.11,1889.98,1872.76
1/22/2020,1887.46,3216257,1896.09,1902.50,1883.34
1/21/2020,1892.00,3707785,1865.00,1894.27,1860.00
1/17/2020,1864.72,3997340,1885.89,1886.64,1857.25
1/16/2020,1877.94,2659493,1882.99,1885.59,1866.02
1/15/2020,1862.02,2896592,1872.25,1878.86,1855.09
1/14/2020,1869.44,3446381,1885.88,1887.11,1858.55
1/13/2020,1891.30,2785844,1891.31,1898.00,1880.80
1/10/2020,1883.16,2856959,1905.37,1906.94,1880.00
1/9/2020,1901.05,3174962,1909.89,1917.82,1895.80
1/8/2020,1891.97,3511966,1898.04,1911.00,1886.44
1/7/2020,1906.86,4134010,1904.50,1913.89,1892.04
1/6/2020,1902.88,4065698,1860.00,1903.69,1860.00
1/3/2020,1874.97,3766604,1864.50,1886.20,1864.50
1/2/2020,1898.01,4035910,1875.00,1898.01,1864.15
12/31/2019,1847.84,2510380,1842.00,1853.26,1832.23
12/30/2019,1846.89,3677306,1874.00,1884.00,1840.62
12/27/2019,1869.80,6188754,1882.92,1901.40,1866.01
12/26/2019,1868.77,6024608,1801.01,1870.46,1799.50
12/24/2019,1789.21,881337,1793.81,1795.57,1787.58
12/23/2019,1793.00,2137493,1788.26,1793.00,1784.51
12/20/2019,1786.50,5152460,1799.62,1802.97,1782.45
12/19/2019,1792.28,2738320,1780.50,1792.99,1774.06
12/18/2019,1784.03,3354137,1795.02,1798.20,1782.36
12/17/2019,1790.66,3646697,1778.01,1792.00,1777.39
12/16/2019,1769.21,3149345,1767.00,1769.50,1757.05
12/13/2019,1760.94,2747909,1765.00,1768.99,1755.00
12/12/2019,1760.33,3103949,1750.00,1764.00,1745.44
12/11/2019,1748.72,2101318,1741.67,1750.00,1735.71
12/10/2019,1739.21,2515644,1747.40,1750.67,1735.00
12/9/2019,1749.51,2502489,1750.66,1766.89,1745.61
12/6/2019,1751.60,3119979,1751.20,1754.40,1740.13
12/5/2019,1740.48,2827852,1763.50,1763.50,1740.00
12/4/2019,1760.69,2680700,1774.01,1789.09,1760.22
12/3/2019,1769.96,3529582,1760.00,1772.87,1747.23
12/2/2019,1781.60,3931750,1804.40,1805.55,1762.68
11/29/2019,1800.80,1923440,1817.78,1824.69,1800.79
11/27/2019,1818.51,3035846,1801.00,1824.50,1797.31
11/26/2019,1796.94,3190428,1779.92,1797.03,1778.35
11/25/2019,1773.84,3489467,1753.25,1777.42,1753.24
11/22/2019,1745.72,2479081,1739.02,1746.43,1731.00
11/21/2019,1734.71,2662938,1743.00,1746.87,1730.36
11/20/2019,1745.53,2793759,1749.14,1762.52,1734.12
11/19/2019,1752.79,2274535,1756.99,1760.68,1743.03
11/18/2019,1752.53,2841907,1738.30,1753.70,1722.71
11/15/2019,1739.49,3931141,1760.05,1761.68,1732.86
11/14/2019,1754.60,2269417,1751.43,1766.59,1749.56
11/13/2019,1753.11,2926892,1773.39,1775.00,1747.32
11/12/2019,1778.00,2038925,1774.66,1786.22,1771.91
11/11/2019,1771.65,1947810,1778.00,1780.00,1767.13
11/8/2019,1785.88,2126198,1787.89,1789.88,1774.04
11/7/2019,1788.20,2651086,1803.76,1805.90,1783.48
11/6/2019,1795.77,2029783,1801.00,1802.50,1788.58
11/5/2019,1801.71,1885543,1809.16,1810.25,1794.00
11/4/2019,1804.66,2771922,1801.01,1815.06,1801.01
11/1/2019,1791.44,2790354,1788.01,1797.45,1785.21
10/31/2019,1776.66,2781185,1775.99,1792.00,1771.48
10/30/2019,1779.99,2449405,1760.24,1782.38,1759.12
10/29/2019,1762.71,2276855,1774.81,1777.00,1755.81
10/28/2019,1777.08,3708851,1748.06,1778.70,1742.50
10/25/2019,1761.33,9626402,1697.55,1764.21,1695.00
10/24/2019,1780.78,5204350,1771.09,1788.34,1760.27
10/23/2019,1762.17,2190380,1761.30,1770.05,1742.00
10/22/2019,1765.73,2234425,1788.15,1789.78,1762.00
10/21/2019,1785.66,2224902,1769.66,1785.88,1765.00
10/18/2019,1757.51,3366091,1787.80,1793.98,1749.20
10/17/2019,1787.48,2713773,1796.49,1798.85,1782.02
10/16/2019,1777.43,2804068,1773.33,1786.24,1770.52
10/15/2019,1767.38,3129244,1742.14,1776.45,1740.62
10/14/2019,1736.43,1928898,1728.91,1741.89,1722.00
10/11/2019,1731.92,3279534,1742.92,1745.45,1729.86
10/10/2019,1720.26,2721531,1725.24,1738.29,1713.75
10/9/2019,1721.99,2089335,1719.61,1729.95,1714.36
10/8/2019,1705.51,2626840,1722.49,1727.00,1705.00
10/7/2019,1732.66,2187598,1731.63,1747.83,1723.70
10/4/2019,1739.65,2489277,1726.02,1740.58,1719.23
10/3/2019,1724.42,3624371,1713.00,1725.00,1685.06
10/2/2019,1713.23,3338476,1727.74,1728.89,1705.00
10/1/2019,1735.65,3170460,1746.00,1755.60,1728.41
9/30/2019,1735.91,2760768,1726.99,1737.46,1709.22
9/27/2019,1725.45,3948029,1748.00,1749.12,1713.82
9/26/2019,1739.84,3571952,1762.79,1763.37,1731.50
9/25/2019,1768.33,3531098,1747.36,1773.00,1723.00
9/24/2019,1741.61,4637901,1790.61,1795.71,1735.55
9/23/2019,1785.30,3139142,1777.00,1792.70,1767.32
9/20/2019,1794.16,5555839,1821.71,1830.63,1780.92
9/19/2019,1821.50,2078335,1821.02,1832.57,1817.90
9/18/2019,1817.46,2536012,1817.04,1822.06,1795.50
9/17/2019,1822.55,2033058,1807.08,1823.99,1804.10
9/16/2019,1807.84,3675473,1824.02,1825.69,1800.20
9/13/2019,1839.34,1971317,1842.01,1846.12,1835.17
9/12/2019,1843.55,2823505,1837.63,1853.66,1834.28
9/11/2019,1822.99,2432767,1812.14,1833.42,1809.08
9/10/2019,1820.55,2613879,1822.75,1825.81,1805.34
9/9/2019,1831.35,2999515,1841.00,1850.00,1824.61
9/6/2019,1833.51,2496933,1838.22,1840.65,1826.40
9/5/2019,1840.72,3325189,1821.95,1842.00,1815.58
9/4/2019,1800.62,2326228,1805.00,1807.63,1796.23
9/3/2019,1789.84,3546859,1770.00,1800.80,1768.00
8/30/2019,1776.29,3064147,1797.49,1799.74,1764.57
8/29/2019,1786.40,3018012,1783.00,1798.55,1777.25
8/28/2019,1764.25,2421893,1755.00,1767.86,1744.05
8/27/2019,1761.83,3027245,1775.73,1779.40,1746.68
8/26/2019,1768.87,3085320,1766.91,1770.00,1743.51
8/23/2019,1749.62,5277898,1793.03,1804.90,1745.23
8/22/2019,1805.60,2658388,1828.00,1829.41,1800.10
8/21/2019,1823.54,2039231,1819.39,1829.58,1815.00
8/20/2019,1801.38,1932835,1814.50,1816.82,1799.88
8/19/2019,1816.12,2820303,1818.08,1826.00,1812.61
8/16/2019,1792.57,3054240,1792.89,1802.91,1784.55
8/15/2019,1776.12,3809948,1781.99,1788.00,1761.96
8/14/2019,1762.96,4893649,1793.01,1795.65,1757.22
8/13/2019,1824.34,4075021,1783.00,1831.74,1780.00
8/12/2019,1784.92,2905498,1795.99,1800.98,1777.00
8/9/2019,1807.58,2879770,1828.95,1831.09,1802.22
8/8/2019,1832.89,3701242,1806.00,1834.26,1798.11
8/7/2019,1793.40,4526884,1773.99,1798.93,1757.00
8/6/2019,1787.83,5070258,1792.23,1793.77,1753.40
8/5/2019,1765.13,6058212,1770.22,1788.67,1748.78
8/2/2019,1823.24,4956225,1845.07,1846.36,1808.02
8/1/2019,1855.32,4713311,1871.72,1897.92,1844.01
7/31/2019,1866.78,4470727,1898.11,1899.55,1849.44
7/30/2019,1898.53,2910888,1891.12,1909.89,1883.48
7/29/2019,1912.45,4493190,1930.00,1932.23,1890.54
7/26/2019,1943.05,4927143,1942.00,1950.90,1924.51
7/25/2019,1973.82,4136461,2001.00,2001.20,1972.72
7/24/2019,2000.81,2631300,1969.30,2001.30,1965.87
7/23/2019,1994.49,2703480,1995.99,1997.79,1973.13
7/22/2019,1985.63,2908111,1971.14,1989.00,1958.26
7/19/2019,1964.52,3185612,1991.21,1996.00,1962.23
7/18/2019,1977.90,3504252,1980.01,1987.50,1951.55
7/17/2019,1992.03,2558809,2007.05,2012.00,1992.03
7/16/2019,2009.90,2618198,2010.58,2026.32,2001.22
7/15/2019,2020.99,2981343,2021.40,2022.90,2001.55
7/12/2019,2011.00,2509297,2008.27,2017.00,2003.87
7/11/2019,2001.07,4317766,2025.62,2035.80,1995.30
7/10/2019,2017.41,4931902,1996.51,2024.94,1995.40
7/9/2019,1988.30,4345698,1947.80,1990.01,1943.48
7/8/2019,1952.32,2883371,1934.12,1956.00,1928.25
7/5/2019,1942.91,2628359,1928.60,1945.90,1925.30
7/3/2019,1939.00,1690294,1935.89,1941.59,1930.50
7/2/2019,1934.31,2651299,1919.38,1934.79,1906.63
7/1/2019,1922.19,3203347,1922.98,1929.82,1914.66
6/28/2019,1893.63,3037358,1909.10,1912.94,1884.00
6/27/2019,1904.28,2141721,1902.00,1911.24,1898.04
6/26/2019,1897.83,2441910,1892.48,1903.80,1887.32
6/25/2019,1878.27,3012347,1911.84,1916.39,1872.42
6/24/2019,1913.90,2282969,1912.66,1916.86,1901.30
6/21/2019,1911.30,3933576,1916.10,1925.95,1907.58
6/20/2019,1918.19,3217153,1933.33,1935.20,1905.80
6/19/2019,1908.79,2895347,1907.84,1919.58,1892.47
6/18/2019,1901.37,3895728,1901.35,1921.67,1899.79
6/17/2019,1886.03,2634342,1876.50,1895.69,1875.45
6/14/2019,1869.67,2851163,1864.00,1876.00,1859.00
6/13/2019,1870.30,2795810,1866.72,1883.09,1862.22
6/12/2019,1855.32,2678335,1853.98,1865.00,1844.38
6/11/2019,1863.70,4042694,1883.25,1893.70,1858.00
6/10/2019,1860.63,5371007,1822.00,1884.87,1818.00
6/7/2019,1804.03,4808246,1763.70,1806.25,1759.49
6/6/2019,1754.36,3689272,1737.71,1760.00,1726.13
6/5/2019,1738.50,4239782,1749.60,1752.00,1715.25
6/4/2019,1729.56,5679121,1699.24,1730.82,1680.89
6/3/2019,1692.69,9098708,1760.01,1766.29,1672.00
5/31/2019,1775.07,4618819,1790.01,1795.59,1772.70
5/30/2019,1816.32,3146850,1825.49,1829.47,1807.83
5/29/2019,1819.19,4279025,1823.12,1830.00,1807.53
5/28/2019,1836.43,3199965,1832.75,1849.27,1827.35
5/24/2019,1823.28,3369673,1835.89,1841.76,1817.85
5/23/2019,1815.48,4424265,1836.59,1844.00,1804.20
5/22/2019,1859.68,2936601,1851.78,1871.49,1851.00
5/21/2019,1857.52,4005122,1874.79,1879.00,1846.00
5/20/2019,1858.97,3798198,1852.69,1867.78,1835.54
5/17/2019,1869.00,4736618,1893.05,1910.53,1867.33
5/16/2019,1907.57,4707822,1885.94,1917.51,1882.29
5/15/2019,1871.15,4692642,1827.95,1874.43,1823.00
5/14/2019,1840.12,4629107,1839.50,1852.44,1815.75
5/13/2019,1822.68,5783410,1836.56,1846.54,1818.00
5/10/2019,1889.98,5717994,1898.00,1903.79,1856.00
5/9/2019,1899.87,5308263,1900.00,1909.40,1876.00
